"Date","SP500"
2025-07-31,6339.39013671875
2025-08-31,6460.259765625
2025-09-30,6688.4599609375
2025-10-31,6840.2001953125
2025-11-30,6849.08984375
2025-12-31,6845.5
2026-01-31,6939.02978515625
2026-02-28,6878.8798828125
2026-03-31,6528.52001953125
2026-04-30,7209.009765625
2026-05-31,7580.06005859375
